Date,GHI,PR
2019-11-28,5.075216667,65.5584894
2019-11-28,5.075216667,65.5584894
2019-11-29,5.35635,78.72331671
2019-11-29,5.35635,78.72331671
2019-11-29,5.35635,78.72331671
2019-11-29,5.35635,78.72331671
2019-11-30,4.935858333,60.77978722
2019-11-30,4.935858333,60.77978722
2019-11-30,4.935858333,60.77978722
2019-11-30,4.935858333,60.77978722
2019-12-01,5.164416667,61.25222241
2019-12-01,5.164416667,61.25222241
2019-12-01,5.164416667,61.25222241
2019-12-01,5.164416667,61.25222241
2019-12-02,4.657616667,61.31309634
2019-12-02,4.657616667,61.31309634
2019-12-02,4.657616667,61.31309634
2019-12-02,4.657616667,61.31309634
2019-12-03,3.829925,60.40035154
2019-12-03,3.829925,60.40035154
2019-12-03,3.829925,60.40035154
2019-12-03,3.829925,60.40035154
2019-12-04,4.460291667,80.60564465
2019-12-04,4.460291667,80.60564465
2019-12-04,4.460291667,80.60564465
2019-12-04,4.460291667,80.60564465
2019-12-05,4.068883333,73.77890815
2019-12-05,4.068883333,73.77890815
2019-12-05,4.068883333,73.77890815
2019-12-05,4.068883333,73.77890815
2019-12-06,5.344333333,83.93623574
2019-12-06,5.344333333,83.93623574
2019-12-06,5.344333333,83.93623574
2019-12-06,5.344333333,83.93623574
2019-12-07,4.428558333,80.91636115
2019-12-07,4.428558333,80.91636115
2019-12-07,4.428558333,80.91636115
2019-12-07,4.428558333,80.91636115
2019-12-08,5.077075,81.46790449
2019-12-08,5.077075,81.46790449
2019-12-08,5.077075,81.46790449
2019-12-08,5.077075,81.46790449
2019-12-09,5.0002,61.30788505
2019-12-09,5.0002,61.30788505
2019-12-09,5.0002,61.30788505
2019-12-09,5.0002,61.30788505
2019-12-10,4.376766667,60.54377212
2019-12-10,4.376766667,60.54377212
2019-12-10,4.376766667,60.54377212
2019-12-10,4.376766667,60.54377212
2019-12-11,5.168558333,68.95062491
2019-12-11,5.168558333,68.95062491
2019-12-11,5.168558333,68.95062491
2019-12-11,5.168558333,68.95062491
2019-12-12,4.644183333,76.98429416
2019-12-12,4.644183333,76.98429416
2019-12-12,4.644183333,76.98429416
2019-12-12,4.644183333,76.98429416
2019-12-13,4.143758333,75.90255117
2019-12-13,4.143758333,75.90255117
2019-12-13,4.143758333,75.90255117
2019-12-13,4.143758333,75.90255117
2019-12-14,4.925783333,84.88059762
2019-12-14,4.925783333,84.88059762
2019-12-14,4.925783333,84.88059762
2019-12-14,4.925783333,84.88059762
2019-12-15,5.208358333,76.07204674
2019-12-15,5.208358333,76.07204674
2019-12-15,5.208358333,76.07204674
2019-12-15,5.208358333,76.07204674
2019-12-16,4.99965,78.14347624
2019-12-16,4.99965,78.14347624
2019-12-16,4.99965,78.14347624
2019-12-16,4.99965,78.14347624
2019-12-17,4.757833333,77.94346736
2019-12-17,4.757833333,77.94346736
2019-12-17,4.757833333,77.94346736
2019-12-17,4.757833333,77.94346736
2019-12-18,4.156325,70.36822921
2019-12-18,4.156325,70.36822921
2019-12-18,4.156325,70.36822921
2019-12-18,4.156325,70.36822921
2019-12-19,3.243291667,78.06714009
2019-12-19,3.243291667,78.06714009
2019-12-19,3.243291667,78.06714009
2019-12-19,3.243291667,78.06714009
2019-12-20,4.259316667,64.69162537
2019-12-20,4.259316667,64.69162537
2019-12-20,4.259316667,64.69162537
2019-12-20,4.259316667,64.69162537
2019-12-21,4.399291667,82.21676331
2019-12-21,4.399291667,82.21676331
2019-12-21,4.399291667,82.21676331
2019-12-21,4.399291667,82.21676331
2019-12-22,4.312083333,60.49224797
2019-12-22,4.312083333,60.49224797
2019-12-22,4.312083333,60.49224797
2019-12-22,4.312083333,60.49224797
2019-12-23,4.073933333,80.25737052
2019-12-23,4.073933333,80.25737052
2019-12-23,4.073933333,80.25737052
2019-12-23,4.073933333,80.25737052
2019-12-24,3.98975,67.74430231
2019-12-24,3.98975,67.74430231
2019-12-24,3.98975,67.74430231
2019-12-24,3.98975,67.74430231
2019-12-25,4.621975,67.63623348
2019-12-25,4.621975,67.63623348
2019-12-25,4.621975,67.63623348
2019-12-25,4.621975,67.63623348
2019-12-26,3.447866667,75.19495773
2019-12-26,3.447866667,75.19495773
2019-12-26,3.447866667,75.19495773
2019-12-26,3.447866667,75.19495773
2019-12-27,4.633091667,75.95471354
2019-12-27,4.633091667,75.95471354
2019-12-27,4.633091667,75.95471354
2019-12-27,4.633091667,75.95471354
2019-12-28,4.370766667,76.32490555
2019-12-28,4.370766667,76.32490555
2019-12-28,4.370766667,76.32490555
2019-12-28,4.370766667,76.32490555
2019-12-29,4.674466667,73.80300758
2019-12-29,4.674466667,73.80300758
2019-12-29,4.674466667,73.80300758
2019-12-29,4.674466667,73.80300758
2019-12-30,3.726258333,84.08749907
2019-12-30,3.726258333,84.08749907
2019-12-30,3.726258333,84.08749907
2019-12-30,3.726258333,84.08749907
2019-12-31,4.288491667,80.96501977
2019-12-31,4.288491667,80.96501977
2019-12-31,4.288491667,80.96501977
2019-12-31,4.288491667,80.96501977
2020-01-01,5.07465,83.70730941
2020-01-01,5.07465,83.70730941
2020-01-01,5.07465,83.70730941
2020-01-01,5.07465,83.70730941
2020-01-02,4.731758333,68.11311075
2020-01-02,4.731758333,68.11311075
2020-01-02,4.731758333,68.11311075
2020-01-02,4.731758333,68.11311075
2020-01-03,4.44045,63.18895586
2020-01-03,4.44045,63.18895586
